time/s,Ewe/V,<I>/mA
0.0,2.9077559,0.0
1.000000047497451,2.9078348,0.0
2.000000094994903,2.9079528,0.0
3.000000142492354,2.9079528,0.0
4.000000189989805,2.9080315,0.0
5.000000237487257,2.9081497,0.0
6.000000284984708,2.9081497,0.0
7.000000332482159,2.9081891,0.0
8.00000037997961,2.9082677,0.0
9.000000427477062,2.9082284,0.0
10.01000047544949,2.795892,-0.02176207637343837
10.01200047554448,2.794317,-10.98787732386799
25.01200118800625,2.7193868,-10.99129617644812
40.01200190046802,2.6931236,-10.9912323421972
55.01200261292979,2.6736331,-10.99114826779934
70.01200332539156,2.6581194,-10.99118426111937
85.01200403785333,2.6449289,-10.99130169440745
100.0120047503151,2.6336284,-10.991159824297
115.0120054627769,2.6235483,-10.99109913704403
130.0120061752386,2.6145709,-10.99131324848914
145.0120068877004,2.606499,-10.99133348761883
160.0120076001622,2.5991359,-10.99130038431331
175.0120083126239,2.5924816,-10.99128881103099
190.0120090250857,2.586221,-10.99136107118482
205.0120097375475,2.5805509,-10.99140021887787
220.0120104500093,2.5752354,-10.99141045549034
235.012011162471,2.5703135,-10.99146458324452
250.0120118749328,2.5657067,-10.99137551502671
265.0120125873946,2.5611787,-10.99140205743471
280.0120132998563,2.5570049,-10.99139811202067
295.0120140123181,2.5530281,-10.99132271872896
310.0120147247799,2.549248,-10.99127253079393
325.0120154372416,2.5454681,-10.9912194697562
340.0120161497034,2.5419242,-10.99135160984596
355.0120168621652,2.5383413,-10.99139995451936
370.012017574627,2.5351517,-10.99150950791483
385.0120182870887,2.5318444,-10.99145827131957
400.0120189995505,2.5287731,-10.99161958532253
415.0120197120123,2.5258987,-10.99151213407946
430.012020424474,2.5229456,-10.99136081089533
445.0120211369358,2.5200713,-10.99115273480963
460.0120218493976,2.5173545,-10.99130537991346
475.0120225618593,2.5145981,-10.99130563219209
490.0120232743211,2.5119994,-10.99127332221642
505.0120239867829,2.5094399,-10.99144723985138
520.0120246992446,2.5068018,-10.99137603929324
535.0120254117064,2.5044,-10.99149741608801
550.0120261241682,2.5018406,-10.9915373494815
565.01202683663,2.4993994,-10.99160381778075
580.0120275490917,2.4968796,-10.99145485691137
595.0120282615535,2.4945171,-10.99168999509396
610.0120289740153,2.4922726,-10.99160066747675
625.012029686477,2.4899495,-10.99145301988041
640.0120303989388,2.4877839,-10.99134530389736
655.0120311114006,2.4854608,-10.99153261887565
670.0120318238623,2.4833345,-10.99126070828472
685.0120325363241,2.4811296,-10.99131562123072
700.0120332487859,2.4790821,-10.99123916834332
715.0120339612477,2.4771132,-10.99113250102051
730.0120346737094,2.4750264,-10.99119109591213
745.0120353861712,2.4731364,-10.99112042305376
760.012036098633,2.4711282,-10.99113460508026
775.0120368110947,2.4692383,-10.99094386908163
790.0120375235565,2.4673483,-10.99131429943818
805.0120382360183,2.4653797,-10.99122208651125
820.01203894848,2.4636865,-10.9911038631994
835.0120396609418,2.4619145,-10.99079962813695
850.0120403734036,2.4601822,-10.99075550137411
865.0120410858653,2.4583316,-10.99063333951468
880.0120417983271,2.4566777,-10.99074919580698
895.0120425107889,2.4548271,-10.99064541938878
910.0120432232508,2.4532521,-10.99063990320964
925.0120439357124,2.4515197,-10.99063964609905
940.0120446481742,2.4499447,-10.99077284845479
955.012045360636,2.4482515,-10.99082696845242
970.0120460730976,2.4467554,-10.99084193656084
985.0120467855596,2.4451804,-10.99087819589241
1000.012047498021,2.4436054,-10.99116271253132
1015.012048210483,2.4420304,-10.99121105656894
1030.012048922945,2.4405341,-10.99118399739664
1045.012049635407,2.4390771,-10.9911895158646
1060.012050347868,2.4375415,-10.99102111657044
1075.01205106033,2.4359665,-10.99117900128787
1090.012051772792,2.4344704,-10.99115693288377
1105.012052485254,2.4331317,-10.9910536865813
1120.012053197715,2.4317141,-10.99095017375866
1135.012053910177,2.4303753,-10.99105632113826
1150.012054622639,2.4291942,-10.99106550565728
1165.012055335101,2.4277766,-10.99118557312085
1180.012056047563,2.4265561,-10.99108994400552
1195.012056760024,2.4253354,-10.99099982598307
1210.012057472486,2.4239967,-10.99106997711804
1225.012058184948,2.4229729,-10.99090498994326
1240.01205889741,2.4217522,-10.99088843962565
1255.012059609871,2.4204528,-10.99087897777816
1270.012060322333,2.4194686,-10.99099457937585
1285.012061034795,2.4181297,-10.99101269435506
1300.012061747257,2.4171062,-10.99089448210583
1315.012062459718,2.4160824,-10.99070137959628
1330.01206317218,2.4149404,-10.99082801406089
1345.012063884642,2.4138772,-10.99109335625206
1360.012064597104,2.4126568,-10.99116560547043
1375.012065309566,2.4116724,-10.99096383444323
1390.012066022027,2.410491,-10.99102321338227
1405.012066734489,2.4093885,-10.99112935173375
1420.012067446951,2.4084041,-10.9910444985019
1435.012068159413,2.4074593,-10.99099668254551
1450.012068871874,2.4063172,-10.99104896551219
1465.012069584336,2.4054117,-10.99110570798691
1480.012070296798,2.4044666,-10.99103870130674
1495.01207100926,2.4036791,-10.99113827888787
1510.012071721721,2.402813,-10.99110780823197
1525.012072434183,2.4018285,-10.99115667386584
1540.012073146645,2.4010017,-10.99107365753779
1555.012073859107,2.4001749,-10.99110991025722
1570.012074571569,2.3991904,-10.99104790680659
1585.01207528403,2.3983636,-10.99111752629995
1600.012075996492,2.3975761,-10.9911755797589
1615.012076708954,2.3967886,-10.99122761324439
1630.012077421416,2.3958831,-10.99127042800574
1645.012078133877,2.3951743,-10.99141046286542
1660.012078846339,2.3943868,-10.99153287878368
1675.012079558801,2.3935993,-10.99158674421386
1690.012080271263,2.3928118,-10.99145512330438
1705.012080983724,2.3919849,-10.9915686174091
1720.012081696186,2.3912368,-10.99151318439273
1735.012082408648,2.3904886,-10.99154497048334
1750.01208312111,2.3897798,-10.99139968520175
1765.012083833572,2.3890319,-10.99121053230241
1780.012084546033,2.3883231,-10.9912903964191
1795.012085258495,2.3875356,-10.99146011470836
1810.012085970957,2.3867481,-10.99148822839009
1825.012086683419,2.3859212,-10.991322709828
1840.01208739588,2.3852124,-10.99121000256814
1855.012088108342,2.3844249,-10.99116902191314
1870.012088820804,2.3838344,-10.99131009996532
1885.012089533266,2.3830469,-10.99114327436086
1900.012090245727,2.3824956,-10.99120396517422
1915.012090958189,2.3817475,-10.99121999465852
1930.012091670651,2.38096,-10.9912073781837
1945.012092383113,2.3804088,-10.99125808453607
1960.012093095575,2.3793061,-10.99105500405052
1975.012093808036,2.3785975,-10.99111490051679
1990.012094520498,2.3777707,-10.99117637334305
2005.01209523296,2.3770618,-10.99101296964903
2020.012095945422,2.376235,-10.9911495822168
2035.012096657883,2.3755655,-10.99103057562048
2050.012097370345,2.3748174,-10.99108547076456
2065.012098082807,2.3740695,-10.99098196162947
2080.012098795269,2.3734,-10.99091339664554
2095.01209950773,2.3726912,-10.99095543753201
2110.012100220192,2.371825,-10.9910132294299
2125.012100932654,2.3709981,-10.99115508873204
2140.012101645116,2.3704863,-10.99118320343102
2155.012102357578,2.3696988,-10.99099930553123
2170.012103070039,2.3690293,-10.99101217975242
2185.012103782501,2.3684781,-10.99084561596333
2200.012104494963,2.3676119,-10.99073212071421
2215.012105207425,2.3671,-10.99079596488334
2230.012105919886,2.3664701,-10.99079570014336
2245.012106632348,2.3658006,-10.99092100963651
2260.01210734481,2.3650918,-10.99077126891588
2275.012108057272,2.3643832,-10.99089369767695
2290.012108769733,2.3639107,-10.99075444851771
2305.012109482195,2.3633201,-10.99083405882989
2320.012110194657,2.36269,-10.99079491177263
2335.012110907119,2.3619025,-10.99081567160847
2350.012111619581,2.3613119,-10.99091996771558
2365.012112332042,2.3604851,-10.99099378528308
2380.012113044504,2.3599339,-10.99104554156724
2395.012113756966,2.359107,-10.99108416715541
2410.012114469428,2.3584769,-10.99092679615052
2425.012115181889,2.3579257,-10.99085533568435
2440.012115894351,2.3571775,-10.99094754962854
2455.012116606813,2.3565869,-10.99096015453211
2470.012117319275,2.3559568,-10.99102163676796
2485.012118031736,2.3552876,-10.99094649677214
2500.012118744198,2.3545394,-10.99080805378555
2515.01211945666,2.3538702,-10.99087556642171
2530.012120169122,2.3532007,-10.99090156777851
2545.012120881584,2.3524919,-10.99073685284594
2560.012121594045,2.3517833,-10.99086321812009
2575.012122306507,2.3511531,-10.99083825461521
2590.012123018969,2.3503656,-10.9908810815836
2605.012123731431,2.3495781,-10.99083352617102
2620.012124443892,2.3489089,-10.99088765036482
2635.012125156354,2.3484364,-10.99102504596275
2650.012125868816,2.3476882,-10.99096909414757
2665.012126581278,2.3471763,-10.99086032696117
2680.012127293739,2.3466644,-10.99088265641771
2695.012128006201,2.3459952,-10.99082065449296
2710.012128718663,2.345365,-10.99086768767351
2725.012129431125,2.3447745,-10.99098249441549
2740.012130143587,2.344105,-10.99107812009759
2755.012130856048,2.3433964,-10.99098669808452
2770.01213156851,2.3427663,-10.99088370863832
2785.012132280972,2.3421757,-10.99113355260534
2800.012132993434,2.3415458,-10.99105131867166
2815.012133705895,2.340955,-10.99118268590379
2830.012134418357,2.3402858,-10.99109361870322
2845.012135130819,2.3397739,-10.99103109124037
2860.012135843281,2.3391833,-10.99092022660636
2875.012136555742,2.3386714,-10.99108101519837
2890.012137268204,2.338002,-10.99104396368137
2905.012137980666,2.3374507,-10.99098643016563
2920.012138693128,2.3366632,-10.99105368963306
2935.01213940559,2.3360333,-10.99133558417635
2950.012140118051,2.3353639,-10.99122392557671
2965.012140830513,2.3346944,-10.99115588485932
2980.012141542975,2.3341827,-10.99126754269602
2995.012142255437,2.3335133,-10.99101164989099
3010.012142967898,2.3330014,-10.99098721713764
3025.01214368036,2.3323319,-10.99080699686015
3040.012144392822,2.3316627,-10.99078886827519
3055.012145105284,2.3309932,-10.99097486438554
3070.012145817745,2.3304026,-10.99093887831344
3085.012146530207,2.3296151,-10.99101795711115
3100.012147242669,2.3289063,-10.99093361962635
3115.012147955131,2.3283157,-10.99080700181925
3130.012148667593,2.3275676,-10.99082406902832
3145.012149380054,2.326977,-10.99089815604059
3160.012150092516,2.3263471,-10.99090420093675
3175.012150804978,2.3255596,-10.99087556006388
3190.01215151744,2.3250084,-10.99093073698692
3205.012152229901,2.3244569,-10.9909199670798
3220.012152942363,2.3237484,-10.99101401589328
3235.012153654825,2.3231182,-10.99076023490456
3250.012154367287,2.3223703,-10.99081251354791
3265.012155079748,2.3217008,-10.99099299831107
3280.01215579221,2.3210709,-10.99109257067878
3295.012156504672,2.3203621,-10.99095490779774
3310.012157217134,2.3196139,-10.99100114065484
3325.012157929596,2.3188264,-10.99092390346572
3340.012158642057,2.318157,-10.99094492053931
3355.012159354519,2.3175664,-10.99086531861946
3370.012160066981,2.3169365,-10.99082486935177
3385.012160779443,2.3161883,-10.99104264964538
3400.012161491904,2.3155978,-10.99093677247349
3415.012162204366,2.315007,-10.99081829421272
3430.012162916828,2.3142984,-10.99094675909614
3445.01216362929,2.3136683,-10.99096068591942
3460.012164341751,2.3128021,-10.99100061715124
3475.012165054213,2.3120933,-10.99096909325748
3490.012165766675,2.311542,-10.99094360586753
3505.012166479137,2.3109908,-10.99115536428033
3520.012167191599,2.3104002,-10.99100692398993
3535.01216790406,2.3097308,-10.99117322049591
3550.012168616522,2.3091009,-10.99102032603804
3565.012169328984,2.308471,-10.99093651854182
3580.012170041446,2.3078802,-10.99099983501118
3595.012170753907,2.3071716,-10.99084587727008
3610.012171466369,2.3067384,-10.99076679478483
3625.012172178831,2.3060296,-10.99073212516469
3640.012172891293,2.305439,-10.99076416887451
3655.012173603754,2.3047302,-10.99073054295549
3670.012174316216,2.3041003,-10.99082065792619
3685.012175028678,2.3035491,-10.99061573583204
3700.01217574114,2.3028796,-10.99045232717891
3715.012176453602,2.3023677,-10.99050802251929
3730.012177166063,2.3016195,-10.99062597791224
3745.012177878525,2.3010683,-10.99073868720661
3760.012178590987,2.3003201,-10.99055583364372
3775.012179303449,2.2996902,-10.99056108610014
3790.01218001591,2.2990603,-10.99054349195425
3805.012180728372,2.2982335,-10.99048805423308
3820.012181440834,2.2977216,-10.99065540473987
3835.012182153296,2.2970915,-10.99075418860969
3850.012182865758,2.2964222,-10.99066959261557
3865.012183578219,2.2955952,-10.99067064687069
3880.012184290681,2.2950046,-10.99064121648269
3895.012185003143,2.294414,-10.99081593075356
3910.012185715605,2.2937841,-10.99081066710737
3925.012186428066,2.2932723,-10.99075182731219
3940.012187140528,2.2925241,-10.99064121660984
3955.01218785299,2.2918546,-10.99077205677798
3970.012188565452,2.2912641,-10.99084561532755
3985.012189277913,2.2907128,-10.99089658832725
4000.012189990375,2.2900827,-10.99080988636603
4015.012190702837,2.2893348,-10.99096777845855
4030.012191415299,2.2887046,-10.99072345715566
4045.012192127761,2.2881141,-10.99085060940182
4060.012192840222,2.2874446,-10.99081014640122
4075.012193552684,2.2868147,-10.99079543336888
4090.012194265146,2.2863421,-10.99085664387114
4105.012194977608,2.2856336,-10.99066485959374
4120.012195690069,2.2850821,-10.99059708730387
4135.012196402531,2.2844522,-10.99078650519751
4150.012197114993,2.2837827,-10.99084430243597
4165.012197827455,2.2833104,-10.99094202976185
4180.012198539916,2.2825229,-10.99092205702517
4195.012199252378,2.2818141,-10.99074236686342
4210.01219996484,2.2811053,-10.99080699240967
4225.012200677302,2.2804754,-10.99080725842121
4240.012201389764,2.2797272,-10.99083721078693
4255.012202102225,2.2790577,-10.9906393809776
4270.012202814687,2.2783098,-10.99061599841036
4285.012203527149,2.2774434,-10.99078413461758
4300.012204239611,2.2766166,-10.99073579210584
4315.012204952072,2.2759078,-10.99053114365263
4330.012205664534,2.2750809,-10.99053639560042
4345.012206376996,2.2742147,-10.99028024479471
4360.012207089458,2.2734272,-10.99037429398967
4375.012207801919,2.2726791,-10.99030178867797
4390.012208514381,2.2718916,-10.99044575000536
4405.012209226843,2.2711828,-10.99051143578308
4420.012209939305,2.2703953,-10.99057737422091
4435.012210651767,2.2696867,-10.99065593053228
4450.012211364228,2.2688203,-10.99064384938661
4465.01221207669,2.2680724,-10.99092469120067
4480.012212789152,2.2674029,-10.99102032298629
4495.012213501614,2.266891,-10.99056502426625
4510.012214214075,2.2661428,-10.99066512318931
4525.012214926537,2.2653947,-10.9907003328434
4540.012215638999,2.2647254,-10.99072450594304
4555.012216351461,2.2639773,-10.99069822865649
4570.012217063922,2.2631111,-10.99088135001112
4585.012217776384,2.2625599,-10.99088003330484
4600.012218488846,2.2616935,-10.99087740726737
4615.012219201308,2.2608273,-10.99091445001056
4630.01221991377,2.2599218,-10.99077074223337
4645.012220626231,2.2593703,-10.99067563293409
4660.012221338693,2.2585042,-10.99054480700749
4675.012222051155,2.2577167,-10.9905905128006
4690.012222763617,2.2569292,-10.99052824766176
4705.012223476078,2.2561417,-10.990675111465
4720.01222418854,2.2554328,-10.99068798441463
4735.012224901002,2.254606,-10.99056765348264
4750.012225613464,2.2538974,-10.99047360136308
4765.012226325925,2.2531493,-10.99057449437892
4780.012227038387,2.2522829,-10.99053062180207
4795.012227750849,2.2513773,-10.99044391475459
4810.012228463311,2.2506292,-10.99055399559551
4825.012229175773,2.2498417,-10.9906772095484
4840.012229888234,2.2490149,-10.99053797145178
4855.012230600696,2.2482274,-10.9904977759886
4870.012231313158,2.2473216,-10.99039609790811
4885.01223202562,2.2465737,-10.99061940506201
4900.012232738081,2.2456286,-10.9905718567702
4915.012233450543,2.2446442,-10.99071136583747
4930.012234163005,2.243896,-10.99062440778292
4945.012234875467,2.2429905,-10.99069875114284
4960.012235587928,2.2421243,-10.99065172482874
4975.01223630039,2.2411792,-10.99071530209623
4990.012237012852,2.2403131,-10.99060995008097
5005.012237725314,2.2393286,-10.99080594374944
5020.012238437776,2.2384624,-10.99066224385595
5035.012239150237,2.237596,-10.99056950551807
5050.012239862699,2.2366118,-10.99048332121125
5065.012240575161,2.2355092,-10.99045337342317
5080.012241287623,2.2345643,-10.99040530747696
5095.012242000084,2.2336586,-10.99058473277158
5110.012242712546,2.2328711,-10.99056529472828
5125.012243425008,2.2319262,-10.9905624101815
5140.01224413747,2.2310994,-10.99044654524254
5155.012244849931,2.2303119,-10.99050197368128
5170.012245562393,2.2296424,-10.9903467088978
5185.012246274855,2.2288942,-10.99021088241194
5200.012246987317,2.2279887,-10.99035827035456
5215.012247699779,2.2271225,-10.99059051737824
5230.01224841224,2.226335,-10.99049383299054
5245.012249124702,2.2254293,-10.99044575178555
5260.012249837164,2.2245631,-10.99044917738353
5275.012250549626,2.2235,-10.99047282138469
5290.012251262087,2.2226732,-10.99024320052564
5305.012251974549,2.2217281,-10.99036378271901
5320.012252687011,2.220783,-10.99032699645061
5335.012253399473,2.2199168,-10.99031439587036
5350.012254111934,2.2190113,-10.99043919317685
5365.012254824396,2.2180269,-10.99055294095893
5380.012255536858,2.2170031,-10.99064437632344
5395.01225624932,2.2161763,-10.99046913918475
5410.012256961782,2.2152705,-10.99049304309393
5425.012257674243,2.2143257,-10.99041476271231
5440.012258386705,2.2133412,-10.99046440883321
5455.012259099167,2.2123568,-10.99049881879963
5470.012259811629,2.2114906,-10.99035905986971
5485.01226052409,2.2105062,-10.99063123520061
5500.012261236552,2.2097974,-10.99050276357788
5515.012261949014,2.2088132,-10.99027840369474
5530.012262661476,2.2079074,-10.99035932435537
